state_abbr,state,year,yearend,topic,question,value,datavaluetype,datavalueunit,group_type,group
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,25.9,Crude Prevalence,%,Age,Age >=65
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.3,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,Hispanic
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,12.0,Age-adjusted Prevalence,%,Sex,Female
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",32.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.8,Crude Rate,"cases per 100,000",Sex,Female
AK,Alaska,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",232.6,Crude Rate,"cases per 100,000",Age,Age >=65
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4209.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1052.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",3553.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",5571.0,Number,Number,Overall,Overall
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",5.3,Crude Rate,"cases per 100,000",Age,Age >=65
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.9,Crude Rate,"cases per 100,000",Age,Age 45-64
AZ,Arizona,2019,2019,Diabetes,Diabetes among adults,9.5,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1371.0,Number,Number,Sex,Female
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",130.5,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,Diabetes among adults,13.6,Crude Prevalence,%,Overall,Overall
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.0,Age-adjusted Rate,"cases per 100,000",Overall,Overall
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",175.0,Number,Number,Age,Age 0-44
AZ,Arizona,2019,2019,Diabetes,Diabetes among adults,20.6,Crude Prevalence,%,Age,Age >=65
AK,Alaska,2019,2019,Diabetes,Diabetes among adults,8.0,Crude Prevalence,%,Sex,Female
AR,Arkansas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.7,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,8.2,Crude Prevalence,%,Race/Ethnicity,Hispanic
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.1,Crude Rate,"cases per 100,000",Sex,Female
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",64.3,Age-adjusted Rate,"cases per 100,000",Sex,Female
AR,Arkansas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",4.6,Crude Rate,"cases per 100,000",Age,Age >=65
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.7,Age-adjusted Rate,"cases per 100,000",Sex,Female
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",2181.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",25464.0,Number,Number,Age,Age >=65
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",251.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.7,Crude Rate,"cases per 100,000",Age,Age >=65
CA,California,2019,2019,Diabetes,Diabetes among adults,9.4,Age-adjusted Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.9,Crude Rate,"cases per 100,000",Overall,Overall
AZ,Arizona,2019,2019,Diabetes,Diabetes among adults,10.5,Age-adjusted Prevalence,%,Sex,Male
AR,Arkansas,2019,2019,Diabetes,Diabetes among adults,12.5,Age-adjusted Prevalence,%,Sex,Male
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",3182.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",75.7,Age-adjusted Rate,"cases per 100,000",Sex,Male
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",3290.0,Number,Number,Overall,Overall
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",77.0,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,16.2,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,13.1,Age-adjusted Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
AK,Alaska,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,15.0,Crude Prevalence,%,Overall,Overall
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",102.9,Crude Rate,"cases per 100,000",Age,Age 45-64
AL,Alabama,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,5.7,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",0.8,Crude Rate,"cases per 100,000",Age,Age 0-44
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",46.2,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
AK,Alaska,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",43.0,Number,Number,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",6737.0,Number,Number,Age,Age 45-64
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",45.0,Number,Number,Age,Age >=65
AZ,Arizona,2019,2019,Diabetes,Diabetes among adults,7.3,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",52.6,Age-adjusted Rate,"cases per 100,000",Overall,Overall
AR,Arkansas,2019,2019,Diabetes,Diabetes among adults,13.3,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,Diabetes among adults,13.7,Age-adjusted Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
AK,Alaska,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",52.6,Age-adjusted Rate,"cases per 100,000",Sex,Male
AR,Arkansas,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,9.2,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
CA,California,2019,2019,Diabetes,Diabetes among adults,10.5,Crude Prevalence,%,Sex,Male
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",442.8,Crude Rate,"cases per 100,000",Age,Age >=65
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",45.1,Age-adjusted Rate,"cases per 100,000",Sex,Female
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",50.0,Number,Number,Age,Age 45-64
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",142.9,Crude Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",232.0,Number,Number,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",20.0,Number,Number,Race/Ethnicity,Hispanic
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",67.1,Crude Rate,"cases per 100,000",Age,Age 45-64
AR,Arkansas,2019,2019,Diabetes,Diabetes among adults,14.2,Crude Prevalence,%,Race/Ethnicity,"Multiracial, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,17.3,Crude Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",1416.0,Number,Number,Sex,Female
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",379.0,Number,Number,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",43.0,Number,Number,Race/Ethnicity,Hispanic
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",82.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,Diabetes among adults,25.3,Crude Prevalence,%,Age,Age >=65
CA,California,2019,2019,Diabetes,Diabetes among adults,6.0,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",27.0,Number,Number,Sex,Female
CA,California,2019,2019,Diabetes,Diabetes among adults,13.9,Crude Prevalence,%,Age,Age 45-64
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",2.5,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",52.0,Number,Number,Race/Ethnicity,"Multiracial, non-Hispanic"
AK,Alaska,2019,2019,Diabetes,Diabetes among adults,10.8,Crude Prevalence,%,Age,Age 45-64
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",76.5,Crude Rate,"cases per 100,000",Overall,Overall
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,10.9,Age-adjusted Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",2544.0,Number,Number,Race/Ethnicity,"White, non-Hispanic"
AK,Alaska,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",39.8,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"White, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,14.0,Crude Prevalence,%,Overall,Overall
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",271.3,Crude Rate,"cases per 100,000",Age,Age >=65
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",81.0,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",143.2,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,Diabetes among adults,9.9,Age-adjusted Prevalence,%,Overall,Overall
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",40.5,Crude Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4.1,Crude Rate,"cases per 100,000",Age,Age 0-44
AR,Arkansas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.8,Age-adjusted Rate,"cases per 100,000",Sex,Male
AR,Arkansas,2019,2019,Diabetes,Diabetes among adults,13.6,Crude Prevalence,%,Sex,Male
AR,Arkansas,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.7,Age-adjusted Rate,"cases per 100,000",Overall,Overall
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",105.1,Age-adjusted Rate,"cases per 100,000",Sex,Male
AZ,Arizona,2019,2019,Diabetes,Diabetes among adults,10.9,Crude Prevalence,%,Overall,Overall
CA,California,2019,2019,Diabetes,Diabetes among adults,9.5,Age-adjusted Prevalence,%,Overall,Overall
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",52.0,Number,Number,Sex,Female
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,20.1,Crude Prevalence,%,Age,Age 45-64
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",55.9,Crude Rate,"cases per 100,000",Sex,Female
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,12.8,Age-adjusted Prevalence,%,Sex,Male
AL,Alabama,2019,2019,Diabetes,Diabetes among adults,13.3,Crude Prevalence,%,Race/Ethnicity,"White, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",42.0,Number,Number,Sex,Female
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",138.6,Crude Rate,"cases per 100,000",Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",48.0,Number,Number,Age,Age 45-64
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.6,Crude Rate,"cases per 100,000",Sex,Male
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",1.4,Crude Rate,"cases per 100,000",Overall,Overall
AR,Arkansas,2019,2019,Diabetes,Diabetes among adults,18.0,Age-adjusted Prevalence,%,Race/Ethnicity,"Black, non-Hispanic"
AK,Alaska,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,22.1,Crude Prevalence,%,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",89.2,Crude Rate,"cases per 100,000",Sex,Female
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",3287.0,Number,Number,Sex,Male
AK,Alaska,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",41.7,Crude Rate,"cases per 100,000",Overall,Overall
AK,Alaska,2019,2019,Diabetes,Gestational diabetes among women with a recent live birth,14.5,Crude Prevalence,%,Race/Ethnicity,Hispanic
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",557.0,Number,Number,Race/Ethnicity,"Black, non-Hispanic"
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",3182.0,Number,Number,Overall,Overall
CA,California,2019,2019,Diabetes,Diabetes among adults,7.9,Crude Prevalence,%,Race/Ethnicity,"Asian, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",163.9,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic"
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",4.6,Crude Rate,"cases per 100,000",Age,Age 0-44
CA,California,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",57.9,Age-adjusted Rate,"cases per 100,000",Race/Ethnicity,"Asian, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",62.4,Crude Rate,"cases per 100,000",Sex,Female
AR,Arkansas,2019,2019,Diabetes,Diabetes among adults,16.9,Age-adjusted Prevalence,%,Race/Ethnicity,Hispanic
AL,Alabama,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",67.9,Age-adjusted Rate,"cases per 100,000",Sex,Male
AK,Alaska,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",21.0,Number,Number,Race/Ethnicity,"Asian, non-Hispanic"
AZ,Arizona,2019,2019,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",0.9,Crude Rate,"cases per 100,000",Race/Ethnicity,Hispanic
AR,Arkansas,2019,2019,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",119.7,Crude Rate,"cases per 100,000",Race/Ethnicity,"Black, non-Hispanic"
